1.137695312500000000e-01,-1.547851562500000000e-01,5.170898437500000000e-01
4.838867187500000000e-01,-4.423828125000000000e-01,9.863281250000000000e-01
4.047851562500000000e-01,2.783203125000000000e-02,7.905273437500000000e-01
3.579101562500000000e-01,-1.127929687500000000e-01,7.641601562500000000e-01
6.020507812500000000e-01,2.934570312500000000e-01,1.094726562500000000e+00
4.692382812500000000e-01,9.082031250000000000e-01,1.370605468750000000e+00
5.639648437500000000e-01,6.723632812500000000e-01,9.746093750000000000e-01
2.202148437500000000e-01,7.744140625000000000e-01,9.873046875000000000e-01
4.277343750000000000e-01,6.059570312500000000e-01,9.462890625000000000e-01
7.861328125000000000e-02,-3.261718750000000000e-01,4.863281250000000000e-01
7.387695312500000000e-01,1.293945312500000000e-01,1.497558593750000000e+00
7.148437500000000000e-01,-2.036132812500000000e-01,1.235351562500000000e+00
-1.191406250000000000e-01,-1.357421875000000000e-01,3.745117187500000000e-01
2.280273437500000000e-01,-2.587890625000000000e-01,1.092285156250000000e+00
8.413085937500000000e-01,2.290039062500000000e-01,9.541015625000000000e-01
4.252929687500000000e-01,5.800781250000000000e-01,6.860351562500000000e-01
8.740234375000000000e-02,5.180664062500000000e-01,2.250976562500000000e-01
4.399414062500000000e-01,6.962890625000000000e-01,8.413085937500000000e-01
1.707519531250000000e+00,8.588867187500000000e-01,1.606445312500000000e+00
-4.296875000000000000e-02,5.712890625000000000e-01,8.398437500000000000e-01
1.337890625000000000e-01,2.817382812500000000e-01,7.221679687500000000e-01
1.157226562500000000e-01,-2.490234375000000000e-01,9.326171875000000000e-01
1.204101562500000000e+00,-6.259765625000000000e-01,7.338867187500000000e-01
2.460937500000000000e-01,-4.931640625000000000e-01,2.246093750000000000e-02
4.243164062500000000e-01,1.000976562500000000e-01,1.235351562500000000e+00
1.352539062500000000e-01,2.026367187500000000e-01,9.453125000000000000e-01
6.962890625000000000e-01,8.427734375000000000e-01,1.887207031250000000e+00
4.985351562500000000e-01,7.060546875000000000e-01,1.068847656250000000e+00
7.841796875000000000e-01,7.431640625000000000e-01,6.367187500000000000e-01
7.080078125000000000e-01,8.627929687500000000e-01,1.219726562500000000e+00
6.787109375000000000e-01,1.708984375000000000e-01,1.172851562500000000e+00
-1.806640625000000000e-01,-3.603515625000000000e-01,1.860351562500000000e-01
3.544921875000000000e-01,-5.712890625000000000e-01,9.526367187500000000e-01
2.553710937500000000e-01,-6.503906250000000000e-01,4.038085937500000000e-01
3.232421875000000000e-01,-1.015625000000000000e-01,3.657226562500000000e-01
4.868164062500000000e-01,1.938476562500000000e-01,9.160156250000000000e-01
5.190429687500000000e-01,5.502929687500000000e-01,1.050781250000000000e+00
6.313476562500000000e-01,7.163085937500000000e-01,1.015136718750000000e+00
1.483398437500000000e+00,1.027343750000000000e+00,3.358398437500000000e+00
2.714843750000000000e-01,8.491210937500000000e-01,6.708984375000000000e-01
3.300781250000000000e-01,9.882812500000000000e-01,1.110351562500000000e+00
1.051757812500000000e+00,3.696289062500000000e-01,1.215332031250000000e+00
2.187500000000000000e-01,-2.763671875000000000e-01,2.749023437500000000e-01
4.125976562500000000e-01,-4.980468750000000000e-01,7.807617187500000000e-01
2.880859375000000000e-01,-5.971679687500000000e-01,5.371093750000000000e-01
3.925781250000000000e-01,-3.745117187500000000e-01,6.997070312500000000e-01
-3.901367187500000000e-01,1.049804687500000000e-01,1.401367187500000000e-01
7.573242187500000000e-01,6.230468750000000000e-01,1.674316406250000000e+00
5.190429687500000000e-01,4.892578125000000000e-01,4.418945312500000000e-01
